Category,Subcategory,Name,Date/Time/Schedule,Time/Hours,Location,Frequency/Service Type,Cost/Price,Description/Notes,Source URL
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,1:35 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,2:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,2:35 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,3:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,3:35 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,4:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,5:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,6:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,7:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekday - Fall River to New Bedford,8:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last trip Fall River to New Bedford,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - New Bedford to Fall River,8:00 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - New Bedford to Fall River,9:00 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - New Bedford to Fall River,10:00 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - New Bedford to Fall River,11:00 AM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - New Bedford to Fall River,12:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - New Bedford to Fall River,1:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - New Bedford to Fall River,2:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - New Bedford to Fall River,3:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - New Bedford to Fall River,4:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - New Bedford to Fall River,5:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - New Bedford to Fall River,6:00 PM,SRTA New Bedford Terminal → SRTA Fall River Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last weekend trip New Bedford to Fall River,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - Fall River to New Bedford,9:05 AM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service Fall River to New Bedford,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - Fall River to New Bedford,10:05 AM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - Fall River to New Bedford,11:05 AM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - Fall River to New Bedford,12:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - Fall River to New Bedford,1:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - Fall River to New Bedford,2:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - Fall River to New Bedford,3:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - Fall River to New Bedford,4:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - Fall River to New Bedford,5:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Weekend intercity service,https://www.srtabus.com/fall-river/
Bus Route,SRTA,Route 9 - Intercity (Fall River ↔ New Bedford),Weekend - Fall River to New Bedford,6:05 PM,SRTA Fall River Terminal → SRTA New Bedford Terminal,60 min frequency,$1.50 cash / $1.25 CharlieCard,Last weekend trip Fall River to New Bedford,https://www.srtabus.com/fall-river/
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),5:10 AM,Fall River Depot: 5:10 AM | Freetown: 5:22 AM | East Taunton: 5:35 AM | Bridgewater: 5:52 AM | Brockton: 6:02 AM | Holbrook/Randolph: 6:11 AM | Braintree: 6:21 AM | Quincy Center: 6:28 AM | JFK/UMass: 6:38 AM | South Station: 6:45 AM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),"Early morning weekday inbound train. Stops: Fall River Depot, East Taunton, Bridgewater, Brockton, Holbrook/Randolph, Braintree, Quincy Center, JFK/UMass, South Station",https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),6:02 AM,Fall River Depot: 6:02 AM | Freetown: 6:14 AM | East Taunton: 6:27 AM | Bridgewater: 6:44 AM | Brockton: 6:54 AM | Holbrook/Randolph: 7:03 AM | Braintree: 7:13 AM | Quincy Center: 7:20 AM | JFK/UMass: 7:30 AM | South Station: 7:37 AM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Morning rush weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),6:37 AM,Fall River Depot: 6:37 AM | Freetown: 6:49 AM | East Taunton: 7:02 AM | Bridgewater: 7:19 AM | Brockton: 7:29 AM | Holbrook/Randolph: 7:38 AM | Braintree: 7:48 AM | Quincy Center: 7:55 AM | JFK/UMass: 8:05 AM | South Station: 8:12 AM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Morning rush weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),7:10 AM,Fall River Depot: 7:10 AM | Freetown: 7:22 AM | East Taunton: 7:35 AM | Bridgewater: 7:52 AM | Brockton: 8:02 AM | Holbrook/Randolph: 8:11 AM | Braintree: 8:21 AM | Quincy Center: 8:28 AM | JFK/UMass: 8:38 AM | South Station: 8:45 AM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Morning rush weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),7:43 AM,Fall River Depot: 7:43 AM | Freetown: 7:55 AM | East Taunton: 8:08 AM | Bridgewater: 8:25 AM | Brockton: 8:35 AM | Holbrook/Randolph: 8:44 AM | Braintree: 8:54 AM | Quincy Center: 9:01 AM | JFK/UMass: 9:11 AM | South Station: 9:18 AM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Morning rush weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),8:30 AM,Fall River Depot: 8:30 AM | Freetown: 8:42 AM | East Taunton: 8:55 AM | Bridgewater: 9:12 AM | Brockton: 9:22 AM | Holbrook/Randolph: 9:31 AM | Braintree: 9:41 AM | Quincy Center: 9:48 AM | JFK/UMass: 9:58 AM | South Station: 10:05 AM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Mid-morning weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),9:30 AM,Fall River Depot: 9:30 AM | Freetown: 9:42 AM | East Taunton: 9:55 AM | Bridgewater: 10:12 AM | Brockton: 10:22 AM | Holbrook/Randolph: 10:31 AM | Braintree: 10:41 AM | Quincy Center: 10:48 AM | JFK/UMass: 10:58 AM | South Station: 11:05 AM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Mid-morning weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),11:30 AM,Fall River Depot: 11:30 AM | Freetown: 11:42 AM | East Taunton: 11:55 AM | Bridgewater: 12:12 PM | Brockton: 12:22 PM | Holbrook/Randolph: 12:31 PM | Braintree: 12:41 PM | Quincy Center: 12:48 PM | JFK/UMass: 12:58 PM | South Station: 1:05 PM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Midday weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),1:30 PM,Fall River Depot: 1:30 PM | Freetown: 1:42 PM | East Taunton: 1:55 PM | Bridgewater: 2:12 PM | Brockton: 2:22 PM | Holbrook/Randolph: 2:31 PM | Braintree: 2:41 PM | Quincy Center: 2:48 PM | JFK/UMass: 2:58 PM | South Station: 3:05 PM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Afternoon weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),3:30 PM,Fall River Depot: 3:30 PM | Freetown: 3:42 PM | East Taunton: 3:55 PM | Bridgewater: 4:12 PM | Brockton: 4:22 PM | Holbrook/Randolph: 4:31 PM | Braintree: 4:41 PM | Quincy Center: 4:48 PM | JFK/UMass: 4:58 PM | South Station: 5:05 PM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Afternoon weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),5:10 PM,Fall River Depot: 5:10 PM | Freetown: 5:22 PM | East Taunton: 5:35 PM | Bridgewater: 5:52 PM | Brockton: 6:02 PM | Holbrook/Randolph: 6:11 PM | Braintree: 6:21 PM | Quincy Center: 6:28 PM | JFK/UMass: 6:38 PM | South Station: 6:45 PM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Evening weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),6:30 PM,Fall River Depot: 6:30 PM | Freetown: 6:42 PM | East Taunton: 6:55 PM | Bridgewater: 7:12 PM | Brockton: 7:22 PM | Holbrook/Randolph: 7:31 PM | Braintree: 7:41 PM | Quincy Center: 7:48 PM | JFK/UMass: 7:58 PM | South Station: 8:05 PM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Evening weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Inbound,Fall River Depot → South Station (Boston),8:10 PM,Fall River Depot: 8:10 PM | Freetown: 8:22 PM | East Taunton: 8:35 PM | Bridgewater: 8:52 PM | Brockton: 9:02 PM | Holbrook/Randolph: 9:11 PM | Braintree: 9:21 PM | Quincy Center: 9:28 PM | JFK/UMass: 9:38 PM | South Station: 9:45 PM,~95 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Late evening weekday inbound train,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,6:30 AM,South Station: 6:30 AM | JFK/UMass: 6:37 AM | Quincy Center: 6:47 AM | Braintree: 6:54 AM | Holbrook/Randolph: 7:04 AM | Brockton: 7:13 AM | Campello: 7:17 AM | Bridgewater: 7:28 AM | East Taunton: 7:45 AM | Freetown: 7:58 AM | Fall River Depot: 8:10 AM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Early morning weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,7:30 AM,South Station: 7:30 AM | JFK/UMass: 7:37 AM | Quincy Center: 7:47 AM | Braintree: 7:54 AM | Holbrook/Randolph: 8:04 AM | Brockton: 8:13 AM | Campello: 8:17 AM | Bridgewater: 8:28 AM | East Taunton: 8:45 AM | Freetown: 8:58 AM | Fall River Depot: 9:10 AM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Morning weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,9:00 AM,South Station: 9:00 AM | JFK/UMass: 9:07 AM | Quincy Center: 9:17 AM | Braintree: 9:24 AM | Holbrook/Randolph: 9:34 AM | Brockton: 9:43 AM | Campello: 9:47 AM | Bridgewater: 9:58 AM | East Taunton: 10:15 AM | Freetown: 10:28 AM | Fall River Depot: 10:40 AM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Mid-morning weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,11:00 AM,South Station: 11:00 AM | JFK/UMass: 11:07 AM | Quincy Center: 11:17 AM | Braintree: 11:24 AM | Holbrook/Randolph: 11:34 AM | Brockton: 11:43 AM | Campello: 11:47 AM | Bridgewater: 11:58 AM | East Taunton: 12:15 PM | Freetown: 12:28 PM | Fall River Depot: 12:40 PM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Midday weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,1:00 PM,South Station: 1:00 PM | JFK/UMass: 1:07 PM | Quincy Center: 1:17 PM | Braintree: 1:24 PM | Holbrook/Randolph: 1:34 PM | Brockton: 1:43 PM | Campello: 1:47 PM | Bridgewater: 1:58 PM | East Taunton: 2:15 PM | Freetown: 2:28 PM | Fall River Depot: 2:40 PM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Afternoon weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,3:00 PM,South Station: 3:00 PM | JFK/UMass: 3:07 PM | Quincy Center: 3:17 PM | Braintree: 3:24 PM | Holbrook/Randolph: 3:34 PM | Brockton: 3:43 PM | Campello: 3:47 PM | Bridgewater: 3:58 PM | East Taunton: 4:15 PM | Freetown: 4:28 PM | Fall River Depot: 4:40 PM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Afternoon rush weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,4:00 PM,South Station: 4:00 PM | JFK/UMass: 4:07 PM | Quincy Center: 4:17 PM | Braintree: 4:24 PM | Holbrook/Randolph: 4:34 PM | Brockton: 4:43 PM | Campello: 4:47 PM | Bridgewater: 4:58 PM | East Taunton: 5:15 PM | Freetown: 5:28 PM | Fall River Depot: 5:40 PM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Afternoon rush weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,5:00 PM,South Station: 5:00 PM | JFK/UMass: 5:07 PM | Quincy Center: 5:17 PM | Braintree: 5:24 PM | Holbrook/Randolph: 5:34 PM | Brockton: 5:43 PM | Campello: 5:47 PM | Bridgewater: 5:58 PM | East Taunton: 6:15 PM | Freetown: 6:28 PM | Fall River Depot: 6:40 PM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Evening rush weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,5:30 PM,South Station: 5:30 PM | JFK/UMass: 5:37 PM | Quincy Center: 5:47 PM | Braintree: 5:54 PM | Holbrook/Randolph: 6:04 PM | Brockton: 6:13 PM | Campello: 6:17 PM | Bridgewater: 6:28 PM | East Taunton: 6:45 PM | Freetown: 6:58 PM | Fall River Depot: 7:10 PM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Evening rush weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,6:30 PM,South Station: 6:30 PM | JFK/UMass: 6:37 PM | Quincy Center: 6:47 PM | Braintree: 6:54 PM | Holbrook/Randolph: 7:04 PM | Brockton: 7:13 PM | Campello: 7:17 PM | Bridgewater: 7:28 PM | East Taunton: 7:45 PM | Freetown: 7:58 PM | Fall River Depot: 8:10 PM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Evening weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,7:30 PM,South Station: 7:30 PM | JFK/UMass: 7:37 PM | Quincy Center: 7:47 PM | Braintree: 7:54 PM | Holbrook/Randolph: 8:04 PM | Brockton: 8:13 PM | Campello: 8:17 PM | Bridgewater: 8:28 PM | East Taunton: 8:45 PM | Freetown: 8:58 PM | Fall River Depot: 9:10 PM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Evening weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,9:30 PM,South Station: 9:30 PM | JFK/UMass: 9:37 PM | Quincy Center: 9:47 PM | Braintree: 9:54 PM | Holbrook/Randolph: 10:04 PM | Brockton: 10:13 PM | Campello: 10:17 PM | Bridgewater: 10:28 PM | East Taunton: 10:45 PM | Freetown: 10:58 PM | Fall River Depot: 11:10 PM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Late evening weekday outbound train to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Boston to Fall River - Outbound,South Station (Boston) → Fall River Depot,11:30 PM,South Station: 11:30 PM | JFK/UMass: 11:37 PM | Quincy Center: 11:47 PM | Braintree: 11:54 PM | Holbrook/Randolph: 12:04 AM | Brockton: 12:13 AM | Campello: 12:17 AM | Bridgewater: 12:28 AM | East Taunton: 12:45 AM | Freetown: 12:58 AM | Fall River Depot: 1:10 AM,~100 min,Zone 7 ($13.25 one-way / $10 Weekend Pass),Last train of the day (weekday) outbound to Fall River,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Weekend Inbound,Fall River Depot → South Station (Boston),7:00 AM,Fall River Depot: 7:00 AM | Freetown: 7:12 AM | East Taunton: 7:25 AM | Bridgewater: 7:42 AM | Brockton: 7:52 AM | Holbrook/Randolph: 8:01 AM | Braintree: 8:11 AM | Quincy Center: 8:18 AM | JFK/UMass: 8:28 AM | South Station: 8:35 AM,~95 min,$10 Weekend Pass (unlimited rides),Weekend inbound train to Boston,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Weekend Inbound,Fall River Depot → South Station (Boston),9:00 AM,Fall River Depot: 9:00 AM | Freetown: 9:12 AM | East Taunton: 9:25 AM | Bridgewater: 9:42 AM | Brockton: 9:52 AM | Holbrook/Randolph: 10:01 AM | Braintree: 10:11 AM | Quincy Center: 10:18 AM | JFK/UMass: 10:28 AM | South Station: 10:35 AM,~95 min,$10 Weekend Pass (unlimited rides),Weekend inbound train to Boston,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Weekend Inbound,Fall River Depot → South Station (Boston),11:00 AM,Fall River Depot: 11:00 AM | Freetown: 11:12 AM | East Taunton: 11:25 AM | Bridgewater: 11:42 AM | Brockton: 11:52 AM | Holbrook/Randolph: 12:01 PM | Braintree: 12:11 PM | Quincy Center: 12:18 PM | JFK/UMass: 12:28 PM | South Station: 12:35 PM,~95 min,$10 Weekend Pass (unlimited rides),Weekend midday inbound train to Boston,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Weekend Inbound,Fall River Depot → South Station (Boston),1:00 PM,Fall River Depot: 1:00 PM | Freetown: 1:12 PM | East Taunton: 1:25 PM | Bridgewater: 1:42 PM | Brockton: 1:52 PM | Holbrook/Randolph: 2:01 PM | Braintree: 2:11 PM | Quincy Center: 2:18 PM | JFK/UMass: 2:28 PM | South Station: 2:35 PM,~95 min,$10 Weekend Pass (unlimited rides),Weekend afternoon inbound train to Boston,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Weekend Inbound,Fall River Depot → South Station (Boston),3:00 PM,Fall River Depot: 3:00 PM | Freetown: 3:12 PM | East Taunton: 3:25 PM | Bridgewater: 3:42 PM | Brockton: 3:52 PM | Holbrook/Randolph: 4:01 PM | Braintree: 4:11 PM | Quincy Center: 4:18 PM | JFK/UMass: 4:28 PM | South Station: 4:35 PM,~95 min,$10 Weekend Pass (unlimited rides),Weekend afternoon inbound train to Boston,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Weekend Inbound,Fall River Depot → South Station (Boston),5:00 PM,Fall River Depot: 5:00 PM | Freetown: 5:12 PM | East Taunton: 5:25 PM | Bridgewater: 5:42 PM | Brockton: 5:52 PM | Holbrook/Randolph: 6:01 PM | Braintree: 6:11 PM | Quincy Center: 6:18 PM | JFK/UMass: 6:28 PM | South Station: 6:35 PM,~95 min,$10 Weekend Pass (unlimited rides),Weekend evening inbound train to Boston,https://www.mbta.com/schedules/CR-NewBedford/timetable
Train Route,MBTA Commuter Rail,MBTA Fall River to Boston - Weekend Inbound,Fall River Depot → South Station (Boston),7:00 PM,Fall River Depot: 7:00 PM | Freetown: 7:12 PM | East Taunton: 7:25 PM | Bridgewater: 7:42 PM | Brockton: 7:52 PM | Holbrook/Randolph: 8:01 PM | Braintree: 8:11 PM | Quincy Center: 8:18 PM | JFK/UMass: 8:28 PM | South Station: 8:35 PM,~95 min,$10 Weekend Pass (unlimited rides),Weekend evening inbound train to Boston,https://www.mbta.com/schedules/CR-NewBedford/timetable
